ID,business_id,city,state,postal_code,latitude,longitude,review_count,EthnicType,stars
3185,8vA1d9_w4hBjOcrM7mNWFg,Phoenix,AZ,85044,33.3202315,-111.982864,25,American,3.5
3186,woJ0p5-_bc1BCezm16qtZQ,Las Vegas,NV,89136,36.130978,-115.115914,28,Mexican,3.5
3188,hU6K1xshNHz7Q-psStmoug,Las Vegas,NV,89130,36.2384706,-115.209366,4,Mexican,3
3194,bFaFb7wu7swOp5qD8lNMog,Las Vegas,NV,89102,36.125908,-115.197904,126,Chinese,4.5
3195,EV1Jyftx72oF7gG9Uo7pdA,Phoenix,AZ,85086,33.8704283,-112.1503577,12,Asian Fusion,4
3196,hU-I172AdpBahJqP-GTSbA,Phoenix,AZ,85020,33.56819183,-112.0657732,15,American,4
3197,tpCALADHTuBaCJNgAluj2w,Las Vegas,NV,89119,36.06512762,-115.1190859,58,Mexican,3
3199,d2rFJ3_8ux87uyZVFGmlag,Las Vegas,NV,89102,36.1541662,-115.2073857,73,American,2.5
3202,Rv0UdhYw_UVIv4D2lc-qgg,Las Vegas,NV,89146,36.1261906,-115.2235817,145,Korean,4.5
3204,qFAw6wHMMcr4ctF-ZdGhEA,Las Vegas,NV,89109,36.121929,-115.168416,740,Italian,4
3206,YcBwAXYRqitWrDuvPEaWew,Las Vegas,NV,89115,36.2170592,-115.0921264,19,Chinese,3
3208,Nmka2Jw1HrC2IfuEADOwZg,Las Vegas,NV,89107,36.16884887,-115.2081237,7,American,5
3209,y0x795PyDX8JL_oyIaTUiQ,Las Vegas,NV,89102,36.1564277,-115.2076923,414,American,3.5
3210,c0LlClom1qONqByoagqPGw,Las Vegas,NV,89142,36.1442831,-115.0625726,16,Mexican,4
3211,R_ZlcX46pPdjhjmfd043LA,Las Vegas,NV,89104,36.147408,-115.155726,1190,American,4
3213,N3zuaqGESF5iZsi_md9c1Q,Las Vegas,NV,89103,36.1008769,-115.2445968,27,Chinese,3.5
3214,O1aOpTSYbHmyV_712z5fsQ,Las Vegas,NV,89104,36.1588626,-115.0763301,13,Mexican,3.5
3215,0p27EjcNwTI7Ey4K_MNPww,Las Vegas,NV,89135,36.1564004,-115.3335562,70,American,3
3217,hs1SejlpCnNzVwpY2enGCg,Las Vegas,NV,89169,36.11450154,-115.1944386,3,Chinese,3.5
3218,hwJdv1tttvynXo2LZjJ6rg,Las Vegas,NV,89124,36.269479,-115.594566,28,American,2.5
3219,Qf6EnIzKqhXQg4YNkVAqHQ,Las Vegas,NV,89107,36.1716652,-115.2066306,208,American,3
3221,gLIXqQDeNjW4CR7x58orrw,Phoenix,AZ,85022,33.6404107,-112.0604833,50,Mexican,3
3222,eJab5373h0eZiOYnMPG4dg,Phoenix,AZ,85016,33.5026383,-112.0470936,235,Indian,4
3223,rwfZVEomWWGb-1wrvCpRuQ,Las Vegas,NV,89128,36.19563119,-115.2524223,60,American,2.5
3224,NUT7tou1Uvjh0GB4I41Qig,Phoenix,AZ,85018,33.4800764,-111.992297,335,Thai,3.5
3226,JdXWoFcLDxE7OhC63r8zAQ,Las Vegas,NV,89128,36.19732108,-115.2593643,37,Japanese,2.5
3229,Mq1_dvcg5mbeplEmCEoUtQ,Las Vegas,NV,89121,36.10033606,-115.0991612,180,Italian,4
3230,6fkEgOHqRh9mdFbPKJqz_w,Phoenix,AZ,85019,33.5090513,-112.1372397,3,Mexican,5
3237,TKZ-6ejNjM_PdKdM4n5bDw,Las Vegas,NV,89110,36.1692726,-115.062847,35,American,2.5
3240,PYUyY5E1MPn_8m9WZeMDHA,Las Vegas,NV,89107,36.1634312,-115.2072287,85,American,3.5
3243,esBRj9uPRzwxaW4Lz1XGLA,Las Vegas,NV,89109,36.1193098,-115.1717702,585,Italian,4
3244,tzWel0UC8ItdmPAY4zi6wA,Las Vegas,NV,89119,36.1141792,-115.1373503,19,American,1.5
3245,qd6bzLnddkogYbVj7SfcBg,Las Vegas,NV,89104,36.15185653,-115.1515953,45,Mexican,4
3247,MhNNEKWZjawa9MHpGyhw3w,Phoenix,AZ,85019,33.5092158,-112.1338429,19,Mexican,4
3249,jOseCpGmgbQWEfX2Wn_TGQ,Phoenix,AZ,85016,33.4804921,-112.0221966,167,Italian,4
3251,YavRvjbLsvh4DYDJPAfJIA,Las Vegas,NV,89123,36.0253639,-115.1189835,424,Vietnamese,3.5
3252,EAwh1OmG6t6p3nRaZOW_AA,Las Vegas,NV,89109,36.1130255,-115.1634847,1946,American,4
3253,E67gGK8yOn9kkNzx8FzQKA,Las Vegas,NV,89147,36.1120909,-115.3142768,276,American,3
3257,pcA3DcjbkkQERU1dbsiSow,Las Vegas,NV,89103,36.1162314,-115.2253751,237,Mediterranean,4
3258,AN0bWhisCf6LN9eHZ7DQ3w,Las Vegas,NV,89121,36.1291778,-115.0924833,14,Italian,4.5
3259,9vkVY5puIHRfKMgJB4LBnw,Phoenix,AZ,85050,33.67717386,-111.9765787,293,American,3.5
3261,IYedXxcwJJwxv-6DpMPvtA,Phoenix,AZ,85008,33.4640781,-112.0131539,11,Mexican,4.5
3264,tbOHWHBfOls8rx1-5Q_CNw,Phoenix,AZ,85086,33.8578568,-112.1131966,14,American,2.5
3265,YI08egmS9lWWB6N6MmrePw,Las Vegas,NV,89148,36.0564145,-115.2781678,176,Asian Fusion,4
3267,lwpQQflP1CGJPV7QLybzOg,Phoenix,AZ,85024,33.67106847,-112.0301896,366,Italian,3.5
3268,Lzv68iVkRHstVvW3aXNWkA,Las Vegas,NV,89120,36.0719462,-115.1069016,390,Thai,4.5
3269,r05kbKriZ3Z56Nre1WQIDg,Las Vegas,NV,89101,36.164213,-115.14664,222,Asian Fusion,4
3271,KyzPvdGPb2ubVlXJrS2QPA,Las Vegas,NV,89118,36.0900715,-115.2439023,141,Italian,4.5
3274,m1BRMnrel42nz_qIPSBO9w,Phoenix,AZ,85044,33.31926861,-111.982239,134,American,3.5
3275,5MzGPxcrSPoWQc_bRmOXoQ,Las Vegas,NV,89123,36.0290393,-115.1193516,9,American,3
3277,2VIbSLTQ1OOo5r9TEEE-Yw,Las Vegas,NV,89104,36.15857335,-115.0703573,3,Mexican,3.5
3279,r1e5Ot6_jGFyV2N_dn8JDQ,Las Vegas,NV,89108,36.19479,-115.207574,15,Mexican,4.5
3283,bK70PtUK5nGGLzP7tChaeg,Las Vegas,NV,89121,36.1006943,-115.1029435,21,American,3.5
3284,O2sEX86f6B4GROghjUkr0A,Phoenix,AZ,85021,33.5396436,-112.0993598,219,Thai,4
3286,zhB2gbdNbaFwo2nWEArtLA,Las Vegas,NV,89178,36.02074197,-115.2690527,28,Mexican,3
3289,iUQ5hZGhwrg-WPICcbo4IA,Las Vegas,NV,89123,36.04169897,-115.1354851,48,Hawaiian,3
3290,ioJpupDt2Wm-DHw9H8Q9Mw,Phoenix,AZ,85048,33.3057767,-111.9798844,138,American,2.5
3293,lrAUseySfmFeZkWOGfsKnQ,Phoenix,AZ,85023,33.6114096,-112.1106257,270,Mexican,4
3294,0VjHFdczi6Nln_nn8bucJQ,Las Vegas,NV,89121,36.1139613,-115.0909203,119,Vietnamese,4
3297,ZRdHKIjiIa0k5-ufCLyIaQ,Phoenix,AZ,85027,33.68330978,-112.115031,35,American,2.5
3299,hafJFrO9gH7zZKpQH16rmQ,Las Vegas,NV,89106,36.19611408,-115.1597107,10,Mexican,1.5
3301,wJ84TZZTuT0EdLzPHt8RDw,Phoenix,AZ,85085,33.7124632,-112.1138936,80,Mexican,2.5
3302,#NAME?,Las Vegas,NV,89108,36.21598133,-115.2427751,32,Mexican,3.5
3306,bEJzJq-aeuXYDThZnF0Mgw,Las Vegas,NV,89122,36.12974,-115.06516,12,Mexican,3
3307,hEcn9k6ONd5n2mq0lB2aew,Phoenix,AZ,85051,33.5527667,-112.1359694,33,American,3.5
3309,oyvgnAu7mSR5HCr433lTKw,Las Vegas,NV,89103,36.11474429,-115.2002594,92,American,2.5
3312,bHqJQxPF-VL95tjAUYtK6w,Phoenix,AZ,85020,33.5511935,-112.0569907,52,Italian,3
3317,Gaq3S9lmjXVcuDCZ8ulppw,Las Vegas,NV,89139,36.047306,-115.244158,1118,American,3.5
3318,0Hcks5q-DgJbDlmEWolx4A,Las Vegas,NV,89117,36.158502,-115.285179,234,American,3.5
3320,T6ihfy4SYiF4PvuE6Y0VPA,Phoenix,AZ,85034,33.43479774,-112.013731,45,American,2.5
3321,4aF5GfnVkJPj9IwJ2yxPtQ,Phoenix,AZ,85022,33.6059421,-112.036967,128,Mexican,4.5
3322,jlviy68buL1X2UADI-Lnlw,Phoenix,AZ,85016,33.5106684,-112.029752,21,Mexican,4
3323,xsjvDoJr3Zx6nq4xE3Aqhg,Las Vegas,NV,,36.175,-115.136389,37,Japanese,4.5
3325,Trbt0Ex85yvwT8DHoEFCvg,Las Vegas,NV,89109,36.108854,-115.170512,681,American,3
3328,xvdDcG7oWT_KxU9fnd2j_w,Las Vegas,NV,89119,36.1067927,-115.1364724,59,American,4
3329,X075p7boJU1j1JNHUj5UQQ,Las Vegas,NV,89101,36.16965737,-115.145547,203,American,3.5
3331,vX5ma5Nwrzqwdz949AmVVg,Phoenix,AZ,85044,33.3217349,-111.975816,124,American,3
3333,7XvmghjpF4lwigeY1En1_A,Phoenix,AZ,85031,33.4801586,-112.1676765,3,Mexican,1.5
3334,#NAME?,Las Vegas,NV,89123,36.0290393,-115.1193516,22,American,4
3336,iRa-394URsOWGfcFqvm1vw,Phoenix,AZ,85023,33.641644,-112.1002204,67,Mexican,3
3340,O7ot_LMlCfLpOP9tBqeNfw,Las Vegas,NV,89119,36.0675358,-115.177972,545,Asian Fusion,4
3341,dc6sPg9kNliz_Cy2yX19tw,Phoenix,AZ,85032,33.6003783,-111.9786507,206,Japanese,3.5
3343,#NAME?,Phoenix,AZ,85032,33.61082056,-111.977497,150,Asian Fusion,3
3347,y-ZZe1dz8AMjiAwNVo3h_A,Las Vegas,NV,89134,36.193162,-115.3041037,158,Japanese,4
3348,h-vvpbPlzrR2KrjVvqBMrA,Las Vegas,NV,89103,36.1106107,-115.2074609,16,American,4
3349,wrcfLni9nmJK46Wb4XMkaQ,Phoenix,AZ,85032,33.6006452,-111.9801874,9,Italian,3
3351,OgnEQFk9HmF6jGVM3hUM2Q,Las Vegas,NV,89130,36.23747671,-115.2312954,27,Mexican,3
3355,TspQ9jCczz436RiJHJQYZw,Las Vegas,NV,89119,36.07146268,-115.1341723,203,Mediterranean,4
3357,WO1sgbYB6u6VVcvChanp5g,Las Vegas,NV,89102,36.12586988,-115.1923266,393,Korean,3
3358,HsEStDB_LB6x0LuXQ6LP4A,Las Vegas,NV,89117,36.1475888,-115.2991698,220,Greek,4
3360,iIjVO7cLD1UEmIO7G05Ujw,Phoenix,AZ,85006,33.4660268,-112.0323718,313,Mexican,4
3363,ksuxxeP_V73Y4iKPeLq77A,Las Vegas,NV,89109,36.1107901,-115.1714113,326,Mexican,3
3364,uQavb7YPhMo89AjwZcjb0w,Las Vegas,NV,89109,36.1316722,-115.1642599,232,Korean,3
3366,T7Z309DN9kbkhFTCCXt1Ag,Phoenix,AZ,85032,33.600769,-111.978772,41,Mexican,3
3368,k-fLKf1Qbq08jDrOuNn5ZA,Phoenix,AZ,85020,33.54644887,-112.0472847,166,American,4.5
3370,4JkGjRRc3XucG9U8XwthGg,Las Vegas,NV,89121,36.14271809,-115.0661981,86,Chinese,4
3372,5xYk23lz0ktdMvzHtohymQ,Las Vegas,NV,89128,36.206744,-115.2683721,77,American,3.5
3373,eUuKXhloFVHdQsLdodcLbw,Las Vegas,NV,89120,36.072381,-115.100413,354,Mediterranean,4
3377,Y91-sIlVyH6v4YM6sTINAw,Las Vegas,NV,89130,36.27165546,-115.2071016,43,Mexican,2
3379,OcHZMxSYubLUg64aBU27sA,Las Vegas,NV,89109,36.127308,-115.171459,10,American,2.5
3381,2pTq2dbPsSQwQJWUH5tE-w,Las Vegas,NV,89135,36.158862,-115.318343,26,Mexican,3
3384,hfgcYtGziLl5bGbc89BTkQ,Las Vegas,NV,89121,36.1165487,-115.0881146,16,Mexican,5
3385,SNc3-bV7preAPifzE4asNA,Las Vegas,NV,89104,36.15901566,-115.0877838,6,Mexican,1.5
3387,a6SqJZTFMpSOR6Qb0STyFA,Phoenix,AZ,85048,33.30483668,-111.9925212,155,Italian,3.5
3392,x9HvTsA83c5r-muemxw_9A,Phoenix,AZ,85018,33.4957653,-112.0005158,190,Thai,3.5
3394,p3lATlh-DKgGMZyzMfp-Ng,Phoenix,AZ,85085,33.714097,-112.112129,128,American,3.5
3395,tvpWoW2jMU5K-BrJTJnIpg,Phoenix,AZ,85034,33.4244496,-111.9802141,29,American,3
3396,rT8DwZu7pvuWKRM1nwVuug,Phoenix,AZ,85020,33.546583,-112.0469306,34,Chinese,3.5
3398,nJcyfIRGbI31EGLzillWYg,Las Vegas,NV,89109,36.13711223,-115.1633105,303,American,3
3399,W-3Sy3fy85mQdd0ZNFKIiw,Las Vegas,NV,89103,36.12526957,-115.2435883,83,American,2.5
3400,VGWEpMEkzQopS5lUNd06Sw,Las Vegas,NV,89119,36.06618246,-115.1752875,537,American,3.5
3401,ypfFfR3-PbtoslIhohNstw,Las Vegas,NV,89146,36.1267945,-115.2410377,403,Korean,3.5
3403,95CCHowiE0W_ovv5-9lQAQ,Las Vegas,NV,89110,36.1670736,-115.0796624,249,Mexican,4.5
3404,m2zASwlOL2vecCKHfmGAnQ,Phoenix,AZ,85028,33.5842663,-111.9767865,524,American,4.5
3405,yVBgxJoLTQyspbCNhvUuwA,Phoenix,AZ,85339,33.377586,-112.133752,33,Mexican,3
3406,6qKjl6xJQzLb9ka-QbTudA,Las Vegas,NV,89183,36.01255515,-115.1198029,309,Mexican,4.5
3408,IcnJlauqhHfelo_qp9uKuw,Las Vegas,NV,89121,36.128593,-115.0643775,38,Chinese,4
3409,YLL7tZjII-lsEprbfVkMzQ,Las Vegas,NV,89117,36.114019,-115.167687,68,American,3
3410,80Lkm305ZOkQdMEIvOy_lw,Las Vegas,NV,89109,36.10131104,-115.1713755,335,American,3.5
3411,VbEK6-etnKKaPamrG2jWjQ,Las Vegas,NV,89109,36.11737,-115.171964,234,American,3
3412,K7fip0nDFFdCC7OCnNOotQ,Las Vegas,NV,89109,36.112917,-115.175079,509,Italian,3.5
3413,_fTBHNW58xuw0MMbgZTz9w,Phoenix,AZ,85008,33.45532462,-111.9878865,74,Chinese,3
3416,89uU51kOiQXbJHVA3C6XMQ,Phoenix,AZ,85034,33.4315556,-112.0560841,594,Mexican,4
3417,In0uctdG7Kb3E8gUYtjgnA,Las Vegas,NV,89120,36.071908,-115.107697,8,American,4
3418,gSPqD1DR3lzgoaifIhdF_w,Phoenix,AZ,85004,33.44747242,-112.0736684,535,Asian Fusion,3.5
3420,3nzK3K-Dfo1L6mpB8FTKkw,Phoenix,AZ,85034,33.43725596,-112.0018789,80,Asian Fusion,2.5
3423,npFreYuGvPtNbHo0x74zcA,Phoenix,AZ,85016,33.52096602,-112.0239144,24,American,3
3430,ywtDqnrLeWzG7Q-9ORmSsA,Las Vegas,NV,89119,36.08178518,-115.119441,68,Chinese,4
3431,HnbkGxUs7oWKYDeB-Pk82Q,Las Vegas,NV,89109,36.12347839,-115.168578,361,Italian,3.5
3433,63Qj5E-GzHJ6vhjhGR4XDw,Las Vegas,NV,89109,36.10940478,-115.1729815,52,American,3
3435,SIBaomIYVvsMU0GTuqX4vQ,Phoenix,AZ,85014,33.51794199,-112.0654483,147,Asian Fusion,4
3441,6AYMdVnWkFWTk1uEHGUmZg,Phoenix,AZ,85008,33.464435,-112.030898,4,Mexican,3
3443,uOJ87zqbU1MtShCSHDkiyw,Phoenix,AZ,85048,33.304026,-111.980951,308,Italian,4
3444,4Hx-brYb86k4C1VSKPvj7g,Las Vegas,NV,89135,36.14817497,-115.3329395,197,Mediterranean,4
3447,eszo5NGbX8Cn2gfuUj3gAQ,Las Vegas,NV,89145,36.1745949,-115.2608499,104,Mexican,4
3449,HzV-HumF0lauBXlxUh-YDQ,Phoenix,AZ,85008,33.46597197,-112.0236538,29,Mexican,4
3452,lbo8gncBXedeeogWD1JDag,Phoenix,AZ,85033,33.50816692,-112.2358899,9,Mexican,4
3456,KRaxPApQv43oX6Dcv3jKQA,Las Vegas,NV,89109,36.09900773,-115.1714109,207,American,3
3458,vFfU79z5a5jQaQA_ka2ftA,Las Vegas,NV,89149,36.2777832,-115.2863335,153,American,4
3459,w55sCX7ZkLIJNhl_RhwjEg,Las Vegas,NV,89169,36.10882105,-115.1511756,153,Mexican,3
3461,MiUrif_vYOuITF4ALf7WHA,Las Vegas,NV,89109,36.1173432,-115.1763623,255,American,2.5
3463,kYvZZ_aKaKLQKeyms74T2Q,Las Vegas,NV,89147,36.1155359,-115.3124359,394,Mexican,3.5
3464,qJ18IGaDsQtzJ6v2UzkdcQ,Las Vegas,NV,89131,36.3004468,-115.2811457,108,Chinese,3
3466,cZO6RmJcqRY9jGbYY71z-A,Las Vegas,NV,89134,36.2116994,-115.298321,33,Italian,4
3468,ChQmxnYLSVIQkL8Ct8z55A,Las Vegas,NV,89109,36.10877322,-115.1702363,214,American,3
3470,wGSx98wpsI7dijynSNxR1A,Las Vegas,NV,89166,36.4303079,-115.5207358,6,Mexican,4.5
3471,kZspuWnM0Y-Losvk2Rl0lA,Las Vegas,NV,89101,36.17005539,-115.1408463,247,Mediterranean,3.5
3475,pdgzBiQBs8HGUBJzXe9j6w,Las Vegas,NV,89145,36.1742276,-115.2610242,23,Chinese,3.5
3476,GboHJSE9PcqcAc5V3veS-w,Phoenix,AZ,85021,33.5534304,-112.1018005,60,American,2
3477,hgc-YJELr_899ExB92z6jw,Phoenix,AZ,85032,33.5988791,-111.9827632,143,American,3.5
3478,BndplCo6DSSIUSP5wOEF0w,Las Vegas,NV,89149,36.2898612,-115.2856644,65,Hawaiian,3.5
3479,iw9p7E4bMe1YW-APcFGjgQ,Las Vegas,NV,89147,36.11580764,-115.3062742,397,American,3
3481,9uRrzqQaq9XwW9lLj7oBxw,Las Vegas,NV,89115,36.240972,-115.057918,47,American,3
3482,R0ukZ5FgY_2Pn96Go5mftA,Las Vegas,NV,89109,36.12769353,-115.1732654,97,American,3
3484,g384tK63QxXXm3UNhtGMuA,Phoenix,AZ,85004,33.4456902,-112.0694647,57,Mexican,4
3487,9d36_PI9Fh7kZ-Pybr2QiA,Las Vegas,NV,89120,36.07184399,-115.0903923,185,Mediterranean,4
3488,YJ_nOxPvADRDVRpNi3WSCw,Phoenix,AZ,85085,33.71203747,-112.1122449,159,American,3
3489,BORPULADzZV6_LJZzcsywQ,Las Vegas,NV,89109,36.109159,-115.171998,745,American,3
3490,Gd2OE3FIWzv5boI99bM6Iw,Las Vegas,NV,89141,35.995198,-115.206747,158,Japanese,3.5
3496,d4Mw96Hb6ZoHEL2AxqGrbg,Las Vegas,NV,89119,36.0571894,-115.1285106,5,American,5
3497,URwrgfuyfpVqgnKwkawlHw,Phoenix,AZ,85029,33.583335,-112.1337022,85,Mexican,4.5
3501,DA-ddRqcReCe_DcXKicvsQ,Las Vegas,NV,89129,36.219859,-115.250331,97,Japanese,4
3502,jo1lQFFrqWS5HgOiyP6_sA,Phoenix,AZ,85020,33.56748,-112.0702256,16,Mexican,3.5
3503,MvVCSyFIpmKKV8URk0HWIQ,Phoenix,AZ,85044,33.331595,-111.979655,8,Mexican,2.5
3504,3uC7Lbc3RgUDTWQlBu4PqQ,Las Vegas,NV,89109,36.1214517,-115.1696112,56,French,3.5
3505,CzqYP9VKJBzGLnp14naScA,Phoenix,AZ,85034,33.43589569,-111.9980943,353,American,4
3513,8RE491O4ty5oFn4VmGBp1A,Phoenix,AZ,85017,33.537836,-112.134813,8,American,3
3514,hjDCsuzS_yU60FFffqpt-w,Phoenix,AZ,85051,33.57791,-112.1190062,84,Chinese,2.5
3515,mkZFZkuue9am7PRp9dt1jA,Las Vegas,NV,89142,36.1443695,-115.0623152,6,Mexican,3
3517,QazkhZQHHpRyT7KRVsPnbg,Las Vegas,NV,89130,36.210789,-115.207102,20,American,3.5
3518,ta8x5JgBJnKaDWfYvpEYnw,Las Vegas,NV,89109,36.1044875,-115.1767584,7,Chinese,1.5
3519,muvmtEIt9XhDkMwYwALSGA,Phoenix,AZ,85050,33.67411272,-111.9762973,89,Italian,4
3521,w12x7UBSSRsdbp3ZqguG3Q,Las Vegas,NV,89109,36.11900404,-115.1757611,616,Italian,4
3522,TeHB4-F_5Mwg1VE2Uzu0Ag,Las Vegas,NV,89109,36.098959,-115.175745,367,Italian,3.5
3524,oryS4vX0xkKC4tOekgowDQ,Phoenix,AZ,85004,33.46425,-112.074153,395,Italian,3
3526,jVXa8Qzn5BehtN2iEVJNHw,Phoenix,AZ,85017,33.4958611,-112.1174987,6,Mexican,3.5
3529,xzj6q131hJE59tBkhe3Gag,Phoenix,AZ,85015,33.4943622,-112.0910715,175,Greek,4
3531,JlMYSLiLnpWiihmzZkQS-w,Phoenix,AZ,85035,33.4775658,-112.2211792,97,Italian,2.5
3532,UED302E-B2OyVr0mssARnA,Las Vegas,NV,89118,36.06273256,-115.2429849,41,Chinese,2.5
3533,HOlDxrYqfoJrVq2Eo-_LKQ,Las Vegas,NV,89146,36.1588115,-115.2072854,81,Mexican,3
3534,58j4YMBUIctk33EkK6M6RQ,Phoenix,AZ,85021,33.57464652,-112.0993833,3,Mexican,4.5
3537,XIDhO9YAhsCa0upSkMhGuw,Las Vegas,NV,89146,36.12771878,-115.2260209,20,Asian Fusion,4.5
3538,Gud0G5LL9vFOOHjvyEIlTQ,Las Vegas,NV,89118,36.0995058,-115.2222678,42,Mexican,3.5
3540,WpzRURptZ2FIxBmJMl4MXA,Phoenix,AZ,85023,33.61203715,-112.099179,185,Hawaiian,4.5
3542,mhDG_wtuyTDr-c0rgfEMpQ,Las Vegas,NV,89109,36.1067305,-115.1719754,44,Chinese,2.5
3543,YNUdy-W_ZFO9B2SZUKRrPw,Las Vegas,NV,89135,36.1594593,-115.32098,45,Mexican,3.5
3544,_kdpjoGrIzA64E6aXHA66w,Las Vegas,NV,89141,35.995072,-115.206057,413,Spanish,4
3546,UNHvM2pc7AQBL22BhakNlA,Las Vegas,NV,89103,36.099852,-115.220461,21,Mexican,5
3550,QGEolvoyxVoWd_d60DcdRA,Phoenix,AZ,85015,33.4950313,-112.1077283,16,Mexican,3
3551,XuxKpCqnjpW_VPxSho4djQ,Phoenix,AZ,85004,33.44515481,-112.0665634,6,Mexican,1.5
3552,AyZePvrWz73d3B0hafFCKA,Phoenix,AZ,85018,33.494204,-111.976613,133,American,4.5
3553,OPSNdO3LNPMt7qz1MNb42g,Las Vegas,NV,89169,36.11890936,-115.154332,628,Indian,4
3554,fnaDx7UD4MiodQlgYHDwsQ,Phoenix,AZ,85032,33.6122924,-112.0123285,176,Chinese,4
3556,OMRYQihVjqqzjoNoQgyhgQ,Las Vegas,NV,89101,36.1624604,-115.1259057,72,Thai,4.5
3558,gSR9bmBa0HacSuMX5BIAxg,Las Vegas,NV,89117,36.1435013,-115.2695428,90,American,3
3561,qsJkjQoM3Hdg6Gtqp2S9_w,Las Vegas,NV,89117,36.14715261,-115.2999764,489,Thai,3.5
3564,Akl6WDSUwYQ3zanxczLNSg,Las Vegas,NV,89109,36.095927,-115.175779,385,Asian Fusion,3
3566,LFs5jyYdXlzi0SpAYi1eSA,Las Vegas,NV,89109,36.127783,-115.168968,1250,Italian,4
3567,rgTcICdtCXoNXc71Z7-t5g,Phoenix,AZ,85022,33.6418065,-112.0694059,189,Chinese,3.5
3569,eMCxf71sTckRZw4GVGwtrw,Phoenix,AZ,85086,33.7987803,-112.1292642,9,Italian,2
3571,llifBVCFAnr124WdKXmtLg,Las Vegas,NV,89123,36.0292843,-115.1162048,116,Mediterranean,3
3572,g8oxQ1Ji9mr9PMjhEfaWSg,Las Vegas,NV,89109,36.0994443,-115.1754685,750,American,3
3573,UXFLCGw1yOCajlMONYQM1w,Las Vegas,NV,89103,36.1166353,-115.1929046,172,Chinese,3
3574,2SHu52w_w4Z4ACq-vx3a-Q,Phoenix,AZ,85035,33.476793,-112.221174,45,American,2
3577,ri4JWuvJQOOkoeWN5ZNC9A,Las Vegas,NV,89119,36.09002462,-115.17594,14,American,3.5
3578,udGrKu1eJ_Qdd6O1PeUrmg,Las Vegas,NV,89146,36.2160084,-115.2426839,14,American,3
3579,XOqoNwn1igQRhb3mCGo7BA,Phoenix,AZ,85031,33.4944863,-112.1737689,35,Mexican,3.5
3580,3dsvREiTlmGaaBjsBS4dwQ,Phoenix,AZ,85016,33.5101513,-112.0137321,77,American,4
3581,RUJymwuG7ICtEZpXLqJpUg,Phoenix,AZ,85033,33.49563391,-112.2368645,7,Mexican,3.5
3582,HzGRl7ERUjPpBA_rOT3E-w,Las Vegas,NV,89123,36.051991,-115.17155,60,Hawaiian,2.5
3583,5FiuxRWs-indyk2Y9imkSg,Las Vegas,NV,89123,36.041101,-115.12046,94,Chinese,3.5
3585,BHB2tRGZM9RqPxWTLgtPjw,Las Vegas,NV,89109,36.1356534,-115.1615056,3,American,2.5
3586,L2FZfel378lIpeqFrhX1lg,Las Vegas,NV,89136,36.102875,-115.169561,3,Chinese,2.5
3587,6tSvz_21BMo3a4GaItwa0g,Las Vegas,NV,89103,36.1235575,-115.2075378,1037,Japanese,4
3594,bvGdqJ-SeGdIHX-HEabwlg,Las Vegas,NV,89149,36.2636911,-115.2654135,200,Italian,4.5
3595,Erj_jPPdF3IupgNS1Yfm4w,Las Vegas,NV,89120,36.07191177,-115.1140028,33,American,3
3596,nPNWTZRRZx9nBNivg_JlOg,Phoenix,AZ,85040,33.3982304,-112.0728809,11,Mexican,4
3599,yvNwuGauuPn1U9bIpyVlHQ,Phoenix,AZ,85043,33.46108038,-112.204556,14,American,2
3600,3deqbrFWWyHdlvAbmqWqMQ,Phoenix,AZ,85051,33.57805916,-112.1181255,110,American,3.5
3601,ZbHE1ZncONeH-q93GuVGdA,Las Vegas,NV,89113,36.021245,-115.266568,128,Mexican,2.5
3602,I6Mw1vVkL6qgRLOYdLqvJQ,Las Vegas,NV,89101,36.1642129,-115.137026,6,Mexican,4
3607,f16oe_yaGBh4AFK_mlBabw,Las Vegas,NV,89119,36.0902211,-115.1720703,25,Chinese,3.5
3608,qB0WAMveyK2-3itLPOiqVw,Las Vegas,NV,89102,36.130903,-115.190783,82,Mexican,3.5
3611,gBy6UXTpoSHhW6qd15XU0g,Las Vegas,NV,89117,36.1384195,-115.2842541,176,American,4
3613,78XbdLi5e42XDxgnxuYacg,Las Vegas,NV,89147,36.1154163,-115.3140301,299,Japanese,4.5
3615,DFb1yJLwBx5M48mP4jhAOQ,Las Vegas,NV,89119,36.08559862,-115.1347857,9,American,1.5
3616,oqEFEEKsESYuCjhDzrCuEg,Phoenix,AZ,85012,33.4807,-112.072288,7,American,3
3618,ppHkkuDvvH8g1Enz6F8OJA,Las Vegas,NV,89166,36.29145709,-115.3158073,252,American,4
3619,XMMLRvV4IMxIGyc4H37LxA,Phoenix,AZ,85016,33.51031415,-112.0276869,1016,American,4
3620,H_eO04NZAQIDcbtFQ4BUag,Las Vegas,NV,89117,36.1429966,-115.2761063,218,Chinese,4.5
3621,8K3CRM4COa0SSBEvli0fJQ,Las Vegas,NV,89117,36.1447995,-115.2739605,454,Greek,3.5
3622,#NAME?,Las Vegas,NV,89101,36.1673732,-115.1458073,7,Asian Fusion,3.5
3623,MpKFIa0lIaOKSuP6SuDNOA,Phoenix,AZ,85020,33.5527972,-112.0533611,95,Mexican,4.5
3624,DE37j9FjAfysF5q7jQ507Q,Phoenix,AZ,85054,33.65861893,-111.9565811,30,American,4
